timestamp,active_addresses,tx_count
2010-02-07 00:00:00+00:00,230.0,5.0
2010-02-08 00:00:00+00:00,329.0,8.0
2010-02-09 00:00:00+00:00,623.0,3.0
2010-02-10 00:00:00+00:00,777.0,5.0
2010-02-11 00:00:00+00:00,245.0,5.0
2010-02-12 00:00:00+00:00,226.0,5.0
2010-02-13 00:00:00+00:00,318.0,3.0
2010-02-14 00:00:00+00:00,263.0,11.0
2010-02-15 00:00:00+00:00,273.0,9.0
2010-02-16 00:00:00+00:00,217.0,6.0
2010-02-17 00:00:00+00:00,267.0,11.0
2010-02-18 00:00:00+00:00,268.0,7.0
2010-02-19 00:00:00+00:00,198.0,3.0
2010-02-20 00:00:00+00:00,221.0,2.0
2010-02-21 00:00:00+00:00,344.0,4.0
2010-02-22 00:00:00+00:00,531.0,5.0
2010-02-23 00:00:00+00:00,252.0,1.0
2010-02-24 00:00:00+00:00,283.0,6.0
2010-02-25 00:00:00+00:00,300.0,4.0
2010-02-26 00:00:00+00:00,196.0,4.0
2010-02-27 00:00:00+00:00,184.0,3.0
2010-02-28 00:00:00+00:00,264.0,3.0
2010-03-01 00:00:00+00:00,227.0,4.0
2010-03-02 00:00:00+00:00,233.0,5.0
2010-03-03 00:00:00+00:00,260.0,6.0
2010-03-04 00:00:00+00:00,575.0,3.0
2010-03-05 00:00:00+00:00,175.0,2.0
2010-03-06 00:00:00+00:00,274.0,6.0
2010-03-07 00:00:00+00:00,297.0,4.0
2010-03-08 00:00:00+00:00,313.0,5.0
2010-03-09 00:00:00+00:00,229.0,2.0
2010-03-10 00:00:00+00:00,211.0,7.0
2010-03-11 00:00:00+00:00,200.0,3.0
2010-03-12 00:00:00+00:00,130.0,2.0
2010-03-13 00:00:00+00:00,190.0,1.0
2010-03-14 00:00:00+00:00,134.0,2.0
2010-03-15 00:00:00+00:00,145.0,5.0
2010-03-16 00:00:00+00:00,154.0,3.0
2010-03-17 00:00:00+00:00,164.0,3.0
2010-03-18 00:00:00+00:00,285.0,10.0
2010-03-19 00:00:00+00:00,229.0,8.0
2010-03-20 00:00:00+00:00,273.0,12.0
2010-03-21 00:00:00+00:00,193.0,8.0
2010-03-22 00:00:00+00:00,223.0,6.0
2010-03-23 00:00:00+00:00,289.0,13.0
2010-03-24 00:00:00+00:00,208.0,11.0
2010-03-25 00:00:00+00:00,541.0,15.0
2010-03-26 00:00:00+00:00,280.0,16.0
2010-03-27 00:00:00+00:00,217.0,7.0
2010-03-28 00:00:00+00:00,196.0,5.0
2010-03-29 00:00:00+00:00,268.0,12.0
2010-03-30 00:00:00+00:00,227.0,6.0
2010-03-31 00:00:00+00:00,239.0,7.0
2010-04-01 00:00:00+00:00,197.0,9.0
2010-04-02 00:00:00+00:00,179.0,5.0
2010-04-03 00:00:00+00:00,192.0,5.0
2010-04-04 00:00:00+00:00,241.0,12.0
2010-04-05 00:00:00+00:00,307.0,28.0
2010-04-06 00:00:00+00:00,267.0,15.0
2010-04-07 00:00:00+00:00,303.0,11.0
2010-04-08 00:00:00+00:00,227.0,15.0
2010-04-09 00:00:00+00:00,308.0,32.0
2010-04-10 00:00:00+00:00,559.0,41.0
2010-04-11 00:00:00+00:00,398.0,39.0
2010-04-12 00:00:00+00:00,357.0,45.0
2010-04-13 00:00:00+00:00,246.0,21.0
2010-04-14 00:00:00+00:00,338.0,75.0
2010-04-15 00:00:00+00:00,891.0,41.0
2010-04-16 00:00:00+00:00,433.0,31.0
2010-04-17 00:00:00+00:00,306.0,30.0
2010-04-18 00:00:00+00:00,3479.0,3109.0
2010-04-19 00:00:00+00:00,537.0,41.0
2010-04-20 00:00:00+00:00,426.0,38.0
2010-04-21 00:00:00+00:00,375.0,34.0
2010-04-22 00:00:00+00:00,232.0,39.0
2010-04-23 00:00:00+00:00,241.0,50.0
2010-04-24 00:00:00+00:00,285.0,34.0
2010-04-25 00:00:00+00:00,343.0,45.0
2010-04-26 00:00:00+00:00,281.0,49.0
2010-04-27 00:00:00+00:00,271.0,52.0
2010-04-28 00:00:00+00:00,329.0,48.0
2010-04-29 00:00:00+00:00,212.0,32.0
2010-04-30 00:00:00+00:00,206.0,25.0
2010-05-01 00:00:00+00:00,269.0,28.0
2010-05-02 00:00:00+00:00,231.0,27.0
2010-05-03 00:00:00+00:00,302.0,27.0
2010-05-04 00:00:00+00:00,275.0,40.0
2010-05-05 00:00:00+00:00,296.0,26.0
2010-05-06 00:00:00+00:00,446.0,30.0
2010-05-07 00:00:00+00:00,250.0,26.0
2010-05-08 00:00:00+00:00,420.0,25.0
2010-05-09 00:00:00+00:00,267.0,42.0
2010-05-10 00:00:00+00:00,286.0,27.0
2010-05-11 00:00:00+00:00,160.0,19.0
2010-05-12 00:00:00+00:00,263.0,33.0
2010-05-13 00:00:00+00:00,255.0,38.0
2010-05-14 00:00:00+00:00,249.0,31.0
2010-05-15 00:00:00+00:00,159.0,21.0
2010-05-16 00:00:00+00:00,169.0,20.0
2010-05-17 00:00:00+00:00,291.0,35.0
2010-05-18 00:00:00+00:00,309.0,56.0
2010-05-19 00:00:00+00:00,309.0,42.0
2010-05-20 00:00:00+00:00,291.0,35.0
2010-05-21 00:00:00+00:00,318.0,58.0
2010-05-22 00:00:00+00:00,349.0,32.0
2010-05-23 00:00:00+00:00,446.0,98.0
2010-05-24 00:00:00+00:00,329.0,61.0
2010-05-25 00:00:00+00:00,348.0,45.0
2010-05-26 00:00:00+00:00,403.0,64.0
2010-05-27 00:00:00+00:00,385.0,75.0
2010-05-28 00:00:00+00:00,359.0,53.0
2010-05-29 00:00:00+00:00,372.0,60.0
2010-05-30 00:00:00+00:00,270.0,52.0
2010-05-31 00:00:00+00:00,297.0,47.0
2010-06-01 00:00:00+00:00,250.0,48.0
2010-06-02 00:00:00+00:00,259.0,47.0
2010-06-03 00:00:00+00:00,409.0,86.0
2010-06-04 00:00:00+00:00,226.0,44.0
2010-06-05 00:00:00+00:00,270.0,50.0
2010-06-06 00:00:00+00:00,263.0,50.0
2010-06-07 00:00:00+00:00,478.0,51.0
2010-06-08 00:00:00+00:00,350.0,62.0
2010-06-09 00:00:00+00:00,342.0,51.0
2010-06-10 00:00:00+00:00,291.0,59.0
2010-06-11 00:00:00+00:00,356.0,80.0
2010-06-12 00:00:00+00:00,290.0,78.0
2010-06-13 00:00:00+00:00,351.0,72.0
2010-06-14 00:00:00+00:00,415.0,88.0
2010-06-15 00:00:00+00:00,371.0,89.0
2010-06-16 00:00:00+00:00,291.0,48.0
2010-06-17 00:00:00+00:00,279.0,57.0
2010-06-18 00:00:00+00:00,274.0,42.0
2010-06-19 00:00:00+00:00,385.0,67.0
2010-06-20 00:00:00+00:00,305.0,40.0
2010-06-21 00:00:00+00:00,352.0,91.0
2010-06-22 00:00:00+00:00,366.0,73.0
2010-06-23 00:00:00+00:00,347.0,67.0
2010-06-24 00:00:00+00:00,366.0,73.0
2010-06-25 00:00:00+00:00,244.0,57.0
2010-06-26 00:00:00+00:00,252.0,44.0
2010-06-27 00:00:00+00:00,312.0,58.0
2010-06-28 00:00:00+00:00,288.0,75.0
2010-06-29 00:00:00+00:00,413.0,98.0
2010-06-30 00:00:00+00:00,438.0,87.0
2010-07-01 00:00:00+00:00,403.0,76.0
2010-07-02 00:00:00+00:00,398.0,80.0
2010-07-03 00:00:00+00:00,326.0,66.0
2010-07-04 00:00:00+00:00,431.0,58.0
2010-07-05 00:00:00+00:00,380.0,71.0
2010-07-06 00:00:00+00:00,273.0,40.0
2010-07-07 00:00:00+00:00,383.0,66.0
2010-07-08 00:00:00+00:00,309.0,68.0
2010-07-09 00:00:00+00:00,349.0,68.0
2010-07-10 00:00:00+00:00,405.0,42.0
2010-07-11 00:00:00+00:00,717.0,238.0
2010-07-12 00:00:00+00:00,3430.0,1581.0
2010-07-13 00:00:00+00:00,2012.0,796.0
2010-07-14 00:00:00+00:00,6752.0,5548.0
